"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLEGPUS","197611","81668.738","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197612","87188.912","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197613","944390.993","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197701","89829.161","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197702","78734.95","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197703","77492.179","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197704","70866.254","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197705","77049.033","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197706","83116.515","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197707","92372.785","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197708","90730.454","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197709","82564.552","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197710","79382.484","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197711","79467.834","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197712","83612.396","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197713","985218.596","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197801","85005.951","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197802","70569.646","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197803","66623.494","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197804","70327.333","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197805","76431.711","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197806","84033.019","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197807","89606.31","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197808","93429.682","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197809","87041.271","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197810","82082.993","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197811","81727.362","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197812","88863.313","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197813","975742.083","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197901","94985.712","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197902","84747.823","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197903","85219.537","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197904","80450.173","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197905","86149.298","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197906","90817.26","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197907","97879.473","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197908","97910.027","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197909","85664.344","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197910","87527.612","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197911","87455.783","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197912","96230.048","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","197913","1075037.091","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198001","103257.677","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198002","98150.804","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198003","95386.178","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198004","83561.813","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198005","84884.262","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198006","93691.765","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198007","108456.913","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198008","107579.936","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198009","97556.952","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198010","91196.02","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198011","93500.667","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198012","104339.38","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198013","1161562.368","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198101","111764.813","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198102","97653.289","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198103","99482.128","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198104","88109.349","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198105","88940.698","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198106","99837.068","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198107","112853.683","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198108","108402.855","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198109","97663.878","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198110","97046.239","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198111","94841.001","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198112","106608.232","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198113","1203203.232","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198201","113123.631","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198202","96905.528","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198203","97625.094","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198204","88115.664","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198205","92997.402","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198206","95313.637","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198207","110617.225","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198208","110124.075","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198209","96895.697","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198210","93769.09","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198211","95547.275","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198212","100969.888","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198213","1192004.204","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198301","108164.265","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198302","92691.602","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198303","95598.248","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198304","88113.755","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198305","91296.386","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198306","101512.015","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198307","121560.33","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198308","129312.743","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198309","108867.586","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198310","101951.282","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198311","103225.255","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198312","117130.811","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198313","1259424.279","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198401","120850.261","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198402","104706.39","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198403","111157.719","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198404","97541.501","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198405","100138.89","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198406","115425.514","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198407","121094.329","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198408","127743.902","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198409","108861.54","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198410","110800.527","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198411","109759.28","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198412","113600.9","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198413","1341680.752","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198501","129092.471","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198502","112036.83","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198503","111390.703","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198504","104790.423","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198505","111514.668","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198506","115583.004","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198507","128880.144","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198508","126549.659","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198509","114630.253","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198510","111053.345","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198511","108814.643","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198512","127791.979","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198513","1402128.125","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198601","130189.924","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198602","110982.428","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198603","110389.796","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198604","98995.106","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198605","104900.302","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198606","120153.987","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198607","136653.936","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198608","123617.62","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198609","113957.353","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198610","108583.774","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198611","109045.451","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198612","118361.775","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198613","1385831.452","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198701","126630.512","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198702","109647.934","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198703","111920.394","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198704","105474.356","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198705","115155.284","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198706","129350.599","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198707","143502.911","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198708","143194.312","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198709","120777.103","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198710","117742.848","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198711","114171.65","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198712","126213.387","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198713","1463781.289","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198801","137845.293","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198802","126267.376","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198803","120033.644","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198804","109135.472","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198805","115195.008","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198806","132267.995","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198807","144301.353","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198808","152376.525","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198809","124409.811","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198810","121339.387","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198811","121053.811","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198812","136427.1","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198813","1540652.774","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198901","135938.512","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198902","127899.361","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198903","127435.17","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198904","116097.898","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198905","119774.96","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198906","129335.273","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198907","139415.012","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198908","142696.276","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198909","127608.668","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198910","123078.513","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198911","125034.968","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198912","148051.586","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","198913","1562366.197","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199001","133686.091","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199002","117001.605","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199003","124125.711","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199004","118200.1","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199005","120745.756","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199006","133687.425","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199007","145515.887","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199008","148485.949","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199009","136579.089","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199010","131225.899","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199011","124997.073","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199012","137858.337","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199013","1572108.922","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199101","143562.504","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199102","119210.811","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199103","119714.862","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
"CLEGPUS","199104","113699.175","1","Electricity Net Generation From Coal, Electric Power Sector","Million Kilowatthours"
